id1,id2,id3,text,f1,f3,f5,f6,f7,f8,label,text_len,words_count,sentence_count,number_percentage,caps_percentage,is_empty,id1_pred,id1_in_database,id2_pred,id2_in_database,text_0,text_1,falls_count
13349211451411923504,5007658946180967524,16465897734611068333,Разочарована. Прислали другую модель. Оформлен возврат как неверное вложение Но 150 рублей за возврат удержали. Очень неприятное впечатление.,2,3.0,3,3.733333333333333,3,8,0,141,17,5,0.058823529411764705,0.29411764705882354,0,0,0,0,0,0.4844295653960934,0.5155704346039066,0.0
13629586663248251183,11920469529161855,16573173798776858338,"Заказывала 2 размера на примерку. Один не подошёл, а платье 50 размера было совсем другого фасона. С фатиновой юбкой. Мерить не стала.  Грустно.",1,3.0,6,4.448275862068965,1,6,0,144,22,6,0.09090909090909091,0.22727272727272727,0,0,0,0,0,0.49178364231222216,0.5082163576877778,2.0
3713861617383871627,12888359477406202340,7717033396874352091,"На ощупь материал очень хороший. А когда одел и провёл по груди и животу, то чувствуется волна от полосочек. Топорщится у подмышек. Скорее всего нужен размер меньше. Заказывал 52, а сейчас буду заказывать 50.",1,5.0,2,4.510204081632653,3,8,0,208,33,6,0.06060606060606061,0.15151515151515152,0,0,0,0,0,0.524255174892955,0.47574482510704497,1.0
5002269436549863957,8537018422111626685,2452047199270097551,"Сзади шнуровка , внутри мех и внешне выглядит очень хорошо. Качественно изготовлены. Мне подошли.",40,5.0,6,4.5,13,43,1,97,13,4,0.0,0.23076923076923078,0,0.7333333333333333,1,0,0,0.4643274150289525,0.5356725849710475,0.0
12535090684651559431,6627651625841783711,6836784353719029392,Товар  пришли  но не  подошёл  не правильно  отправили,1,1.0,0,1.0,0,2,1,54,9,1,0.0,0.1111111111111111,0,0,0,0,0,0.45050025995528264,0.5494997400447174,1.0
17424613758012620567,16027884528707561911,16573173798776858338,"оочень крутое платье! но сначала заказала XS и не влезла в него,хотя по размерной сетке он соответствует моим параметрам. размер S подошёл идеально)",1,5.0,3247,4.790423162583519,4,5,1,148,25,3,0.0,0.08,0,0,0,0,0,0.44701702435157353,0.5529829756484265,3.0
15626988669863924362,15934270406326571360,15353952586508401112,"Пришли футзалки не в лучшем виде. Местами пятна неизвестно от чего. Одно, что обидно не подошли по ширине стопы.",1,3.0,11,4.171428571428572,2,5,0,112,19,4,0.0,0.15789473684210525,0,0,0,0,0,0.4216178089183177,0.5783821910816823,1.0
3231785663555852656,15727904128262950318,3260081402716394163,"Замечательные, легкие,красивые! На свой 38, взяла 41!!! Широкая стопа, и высокий подъем. Сели идеально! Благодарю продавца и доставку👏👏👏",127,4.803149606299213,3,5.0,211,356,0,136,17,5,0.11764705882352941,0.29411764705882354,0,0,0,0,0,0.5248168277582637,0.4751831722417364,0.0
16617851863372210633,3727586171411301436,9276397251840000441,"Товар имеет запах клеёнки. Пришел с многочисленным браком: отсутствовала внутренняя пуговица на поясе брюк, швы во многих местах расходятся (шов на внутреннем стыке правой и левой брючин, нижний край молнии в гульфике) и повсюду торчат нитки. Качество очень расстроило, поэтому отказ",3,3.333333333333333,439,4.504243634548177,20,30,0,283,42,3,0.0,0.07142857142857142,0,0,0,0,0,0.4765948415893959,0.5234051584106041,1.0
9166530030268612642,17872730860085763096,545463266737960507,Прислали ношенные сапоги. *спасибо* поставщиику. Будте внимательны.,1,1.0,47,3.8854166666666665,1,3,0,67,7,4,0.0,0.2857142857142857,0,0,0,0,0,0.5076352926936245,0.49236470730637555,2.0
9974382863033263948,3373394804567554688,8818535877144269085,"Пришел в непонятной упаковке вскрытая ,а сама куртка что ношенная",2,3.0,1,3.5,2,4,0,65,10,1,0.0,0.1,0,0,0,0,0,0.5036562638015096,0.4963437361984904,0.0
14693900358893763178,9142916060826063233,9276397251840000441,Очень большемерят И не сказано что за возврат берут деньги.,4,1.25,0,4.285714285714286,3,4,1,59,10,2,0.0,0.2,0,0,0,0,0,0.4436661202458624,0.5563338797541376,1.0
9469134922561880841,1500754368432097106,14484200784271263541,"Контейнера хорошие, мне они очень помогут в моём производстве. Забрала не смотря на скол уголка, потому что пластмасс понимаю что не вечный. Для меня не критично, но может стоит обратить внимание на упаковку, для кого то будет возврат. Фото прилагаю",7,4.571428571428571,53,4.235714285714286,9,24,0,249,41,4,0.0,0.0975609756097561,0,0,0,0,0,0.45211289727229786,0.5478871027277021,0.0
14528960370191947361,12053749469243149078,9185578329396107452,Заказывал 2 раза пришëл не тот товар и по качеству та очень плохая,1,1.0,8,4.7669172932330826,1,3,0,66,13,1,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0.4274490161489761,0.5725509838510239,0.0
8778584507986714956,11577458375445688772,17418064849829328083,"Товар доставлен в срок. Заявленным характеристикам соответствует. Трикотаж плотный и хорошо тянется. Приятный на ощупь и к телу. Сшит аккуратно. Горловина не давит. Размеру соответствует. Посмотрим, как будет в носке. Надеюсь не сядет при стирке и не пойдет катышками. Спасибо.",82,4.548780487804878,13,4.879310344827586,114,171,1,277,40,11,0.0,0.25,0,0,0,0,0,0.41189259481964746,0.5881074051803525,0.0
17142836267063958206,11701319127821028084,12155125135782450682,"по размеру на российский 52 подошел размер производителя 32, материал плотный, тянется, на весну и прохладное лето. На рост 160 чуть подвернула, сели отлично, прямо то, что нужно. Качество пошива хорошее, швы все ровные, нитки не торчали, карманы все прошиты. Единственный минус-цвет темнее, чем на фото, но возможно это было такое освещение",1,5.0,249,4.530647985989492,2,2,0,341,50,4,0.06,0.06,0,0,0,0,0,0.4643230152268366,0.5356769847731634,0.0
13441082924007466837,5693951980862289701,11001013102453438482,Не полный комплект. Настроение испорчено.,1,1.0,0,2.0,9,15,1,41,5,3,0.0,0.4,0,0,0,0,0,0.4351453927948399,0.5648546072051601,0.0
5328743232361390305,7005754775454649944,566298475674721650,"Резкий неприятный запах, чистый спирт🤮🤮🤮🤮🤮🤮",1,1.0,63,4.680272108843537,1,3,1,43,5,1,0.0,0.2,0,0,0,0,0,0.5271416197750478,0.47285838022495214,0.0
8169272926386961611,18040562023416977861,16940831933287161398,"Шикарная сумка! Еще и с инструментом! Взяла бабушке на огород,думаю,что будет довольна) Спасибо!",638,4.7115987460815045,1,5.0,731,2137,1,96,15,4,0.0,0.26666666666666666,0,0,0,0,0,0.44384222674438023,0.5561577732556198,0.0
15747310865782088163,2440239511635295661,12636165674699970687,"Идеальная дублёнка! Отлично села на рост 180 см, хорошая длина, попу прикрывает, рукав НЕ короткий. Мерила такую же в магазине - показалась дубовой, руки тяжело было сгибать, эта пошита из другого материала, намного мягче, в ней очень комфортно, любовь 🥰",1,5.0,34,4.203703703703703,22,23,1,254,38,3,0.02631578947368421,0.10526315789473684,0,0,0,0,0,0.47712798218514774,0.5228720178148523,1.0
1217249156064582814,327282230759242075,17013138686189734383,Отличные пакеты.,11,5.0,46,4.645901639344262,32,308,1,16,2,2,0.0,0.5,0,0,0,0,0,0.451218437148725,0.548781562851275,0.0
16077150829748119294,7790100981865626020,7610598891996405620,К камню претензий нет. Неограненный берилл. Все ок !  Но металл почему то местами цвета серебристого и это точно не патина. Не отшлифован в некоторых местах. Качество радикально отличается от другого кольца бронзового.,59,4.576271186440678,2,3.5,82,120,1,218,32,7,0.0,0.1875,0,0,0,0,0,0.3977169270795099,0.6022830729204901,1.0
18191606787958987697,13045929735136768937,13734513028915140394,Добрый день ! Пришел в с дефектом. ЖК дисплей неисправном состоянии! Вынужден вернуть !,1,1.0,130,4.445614035087719,1,8,1,87,12,5,0.0,0.3333333333333333,0,0,0,0,0,0.4470918758454874,0.5529081241545126,0.0
6573299342663662343,14113902356920508959,2452047199270097551,"Очень аккуратно сшиты, красивые, но маломерят на три размера, на 38 взяла 41.",10,4.8,5,4.368421052631579,26,91,0,77,11,2,0.18181818181818182,0.09090909090909091,0,0,0,0,0,0.4853803536289485,0.5146196463710515,1.0
786037777997543135,4424560142656345111,3167186606958567184,Классная вещь.,5,5.0,18,5.0,4,4,1,14,2,2,0.0,0.5,0,0,0,0,0,0.4350104748330055,0.5649895251669945,0.0
12977040177002757512,15291643425364931962,8506290172349219613,"Хороший халатик, отличное качество, стоит постирать сразу!!!",1,5.0,11,4.883720930232558,1,1,0,60,7,2,0.0,0.14285714285714285,0,0,0,0,0,0.5299981287120779,0.4700018712879221,0.0
16340475802761805144,2453847171155822364,12512324750829490594,"Лампа работает 2 месяца. Все хорошо. Птичкам очень понравилось, стали активнее. Наши любимчики просто ожили. Поведение изменилось, стали игривые. Мы так поняли, что стали лучше видеть так как проявился интерес к овощам и фруктам. Вкусовые рецепторы явно улучшились. Стали различать вкусы. И всё-таки лампа оказалась незаменимой вещью в ежедневном рационе наших птичек. Конечно, вначале мало надежд было, но как оказалось это очень необходимая вещь для жизнедеятельности попугаев. Очень рекомендую!",3,5.0,48,4.011904761904762,2,24,1,497,69,12,0.014492753623188406,0.15942028985507245,0,0,0,0,0,0.4784714789873964,0.5215285210126036,0.0
1371935652226445516,16160728979959705784,1425612191741787190,"Шапка по качеству просто ужасная, на ощупь неприятная вообще",28,4.25,67,4.386363636363637,56,90,1,60,9,1,0.0,0.1111111111111111,0,0,0,0,0,0.4383057191954174,0.5616942808045826,0.0
9781316470522206868,17701612652101967730,8160404367092487937,Намного маленький размер даже нога в кроссовок не залезла  Красовки совсем не такие как на фото  Материал очень мягкий даже не держат форму красовки,4,4.0,3,3.8461538461538463,24,33,1,148,24,1,0.0,0.125,0,0,0,0,0,0.41295239952779017,0.5870476004722098,2.0
12572378660472216328,11853241915228220340,3608255627357219465,"Спасибо мой размер стал 3,а было 0 хотя честно хз мне лично х$йня",3,5.0,152,4.456492637215529,3,14,0,65,13,1,0.15384615384615385,0.07692307692307693,0,0,0,0,0,0.5367428204783331,0.4632571795216669,1.0
15497793188519417766,6982842843913066548,147494687329013625,"Thank you, за быструю доставку.",4,5.0,24,4.5978260869565215,5,12,0,31,5,2,0.0,0.2,0,0,0,0,0,0.5071553977510614,0.49284460224893856,0.0
16665675694745683209,5553915940977950659,9276397251840000441,Пришли брюки другой фирмы,4,1.75,0,1.0,17,37,0,25,4,1,0.0,0.25,0,0,0,0,0,0.4471072963743896,0.5528927036256104,0.0
5516558881058200223,13718977250422771170,8223254633971568382,Чехол классный))),4,5.0,0,5.0,5,5,0,17,2,1,0.0,0.5,0,0,0,0,0,0.5709574322837521,0.429042567716248,0.0
12169514132772594596,9204158149970671432,2452047199270097551,"Симпатичные ботинки, но очень узкие",1,5.0,2,4.6,9,12,0,35,5,1,0.0,0.2,0,0,0,0,0,0.5339162536818505,0.46608374631814947,0.0
1992190224313627136,16027884528707561911,16573173798776858338,"Все отлично,по размеру подошло,советую)",1,5.0,3247,4.790423162583519,3,7,1,39,6,1,0.0,0.16666666666666666,0,0,0,0,0,0.42583916591940874,0.5741608340805913,0.0
13671388171326038850,16377324920003042615,17771728373736239509,"Куртка непонятная, заказывали 2 размера, плечи широкие, ворот узкий, вообще не застегнулся!",1,1.0,0,4.1,4,7,1,91,11,2,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0.4280143888560456,0.5719856111439544,0.0
5002269436549863957,13669343433924914553,2452047199270097551,"Мне подошли размер в размер. Бежевые ,смотрятся великолепно. Мягкие и теплые.",40,5.0,9,3.6666666666666665,13,43,1,77,11,4,0.0,0.2727272727272727,0,0.7333333333333333,1,0,0,0.4565803897991163,0.5434196102008837,0.0
1602305371405665891,14965144794337153840,7247905792854564967,"Заказала пастельно-серый, пришел черный. Отказ. Но на ощупь понравился.",7,4.571428571428571,2,4.0,33,76,0,71,10,4,0.0,0.3,0,0,0,0,0,0.4786101064427949,0.5213898935572051,0.0
16195687679662442162,16490053145312862099,8032233919734631985,"пришёл в солярке, видно уже кто то пробовал... не стал забирать... просто так , я думаю, предыдущий покупатель не вернул бы ....",7,4.428571428571429,9,4.294736842105263,8,9,0,128,21,4,0.0,0.0,0,0,0,0,0,0.43300016919300477,0.5669998308069952,0.0
16947303600346276286,2690981557285412948,8160404367092487937,"Очень сильно маломерят,ношу 39 заказала 40 малы, пальцы в кулак свернулись,думаю 41 тоже будет впритык,а на лето с учетом того,что ноги отекают вообще не вариант.",2,4.0,42,4.495726495726496,4,5,1,162,26,2,0.11538461538461539,0.038461538461538464,0,0,0,0,0,0.42917891235837247,0.5708210876416275,1.0
5002269436549863957,11253309069675330304,2452047199270097551,"Мне подошли размер в размер. Легко надела . Удобные,подошва литая,надеюсь не промокнут.",40,5.0,9,4.25,13,43,1,87,13,4,0.0,0.23076923076923078,0,0.7333333333333333,1,0,0,0.45395971415929426,0.5460402858407057,0.0
12578865939392667479,10140228973496014625,12155125135782450682,Пришел не тот размер.,2,1.0,5,4.090909090909091,3,8,0,21,4,2,0.0,0.25,0,0,0,0,0,0.33157957557856677,0.6684204244214332,0.0
1050874786391070117,11636185687614210381,8223254633971568382,Приехал весь в царапинах,2,3.0,151,4.309341500765697,3,5,1,24,4,1,0.0,0.25,0,0,0,0,0,0.4803840051292001,0.5196159948707999,0.0
11641721312216240650,16839592796312583572,2997686719752120815,Пришел брак,1,1.0,91,4.533870967741936,1,3,1,11,2,1,0.0,0.5,0,0,0,0,0,0.4772669178196963,0.5227330821803037,0.0
11940918245053629620,4719958874970942221,2452047199270097551,"Заявлено: натуральная кожа, по факту эко-кожа. Коробка пришла мятая, будто её пинали. Не рекомендую продавца.",1,1.0,12,3.4166666666666665,18,23,0,109,16,4,0.0,0.1875,0,0,0,0,0,0.482349067662854,0.517650932337146,0.0
15540418837550583163,391894388111194957,4563653250273761989,Вместо шампуня прислали гель для душа .,6,4.333333333333333,1177,4.3608214170519295,65,92,0,39,6,2,0.0,0.16666666666666666,0,0,0,0,0,0.46372241416322024,0.5362775858367798,0.0
7224760967518899785,17814433773054004579,786100009375704691,"Нужна была рубашка для мероприятия. Выбор пал на эту рубашку. Получил в хорошей упаковке, качество порадовало, выглядит как на картинке.  Размер соответствует, все подошло. Рекомендую к покупке.",1,5.0,11,4.448979591836735,1,4,1,194,27,6,0.0,0.18518518518518517,0,0,0,0,0,0.465008110807544,0.534991889192456,0.0
3882929632968334505,1886623432010494769,16573173798776858338,"В целом качество хорошее, но на рост 175см короткое, как туника🤷‍♀️",2,4.5,0,3.5,8,12,0,67,11,1,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0.5028419979022127,0.49715800209778727,0.0
4471382463812889017,11409480701259958471,15192037591561400565,"Прислали совешенно другой товар!!! Заказывала черные брючные молнии,10 шт .прислали  курточную одну,синего цвета !Да ещё содрали100р за возврат!",8,4.125,9,4.703703703703703,7,7,0,144,20,5,0.1,0.15,0,0,0,0,0,0.47548357696576415,0.5245164230342358,2.0
11006742996378881388,13461038316570832459,8223254633971568382,"Нужен был 8+, прислали 8 обычный",1,1.0,88,2.9347826086956523,0,1,1,32,4,1,0.5,0.25,0,0,0,0,0,0.40839026770727627,0.5916097322927237,0.0
13051318439458764421,14308955044124631052,16363907217910993996,Пришёл совсем другой ежедневник,1,1.0,1,1.6666666666666667,0,3,0,31,5,1,0.0,0.2,0,0,0,0,0,0.5616236687969244,0.4383763312030756,0.0
12429004205435075961,12244688105647578967,16738165381834614119,"Стоит задуматься над упаковкой данного товара для доставки!!! В таком состоянии товар поступает к покупателю, такое отношение к покупателю не допустимо. Ещё и за возврат деньги списали. Сам товар на 5 звёзд.",6,3.6666666666666665,52,4.467248908296943,43,81,0,207,32,5,0.03125,0.125,0,0,0,0,0,0.46808071082256986,0.5319192891774301,1.0
16602615611751691387,10264391321744841819,15053676552810216566,Все хорошо и качественно спасибо,7,4.857142857142857,9,4.475609756097561,3,12,1,32,5,1,0.0,0.2,0,0,0,0,0,0.5260935301229694,0.4739064698770305,0.0
1724389159617752478,2200374631604625211,7279234113731486608,Все работает,1,5.0,0,4.4,1,3,0,12,2,1,0.0,0.5,0,0,0,0,0,0.5833989451273514,0.4166010548726486,0.0
283707312858959120,13175786626800344327,16089087977100319143,"Толстый флис ,фирма ТВОЁ. Широкие, большимерят.",530,4.349056603773585,0,5.0,873,2123,1,47,6,3,0.0,0.5,0,1.0,1,0,0,0.45956872555145456,0.5404312744485454,1.0
8763303857574846149,7624773903064016071,10194917212501844579,"Ну очень маленькая игрушка, только на малюхастенькую Ёлочку. Была бы больше по размеру, было бы супер",179,4.106145251396648,3,4.5,157,373,1,101,16,2,0.0,0.125,0,0,0,0,0,0.4433251395448462,0.5566748604551538,2.0
6517054233587185909,10172710868333265625,18427686369090007398,Второй раз закала фоторамку и вновь разочарование. Вопрос-почему списывают деньга за возврат НЕКАЧЕСТВЕННОГО товара???!,1,1.0,34,2.875,0,2,0,119,15,3,0.0,0.2,0,0,0,0,0,0.509524309859902,0.4904756901400979,1.0
